Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.2,6012763,2816,2135.2,2208.0,1664,2656,191.3,"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
1.1,5353985,2064,2594.0,2592.0,2336,3552,88.3,"void rms_norm_mul_bcast_f32<(int)1024, float, (int)5>(const float *, const float *, T2 *, int, long, long, long, float)"
1.1,5145059,768,6699.3,6719.0,6400,7167,97.5,"void k_get_rows_float_vec<float>(const T1 *, const int *, T1 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.6,3025376,64,47271.5,34527.0,31455,94302,23102.5,"void mul_mat_vec_q<(ggml_type)29, (int)4, (bool)0, (bool)0, (bool)0, (int)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mmvq_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.6,2862980,768,3727.8,3744.0,3296,4480,108.1,"conv_state_concat(const float *, const float *, float *, float *, long, int, int, long, long, long, long, long, const float *, long, float *, long)"
0.6,2739605,64,42806.3,38414.5,9184,77598,33239.3,"void mul_mat_vec_q<(ggml_type)19, (int)4, (bool)0, (bool)0, (bool)0, (int)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mmvq_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)"
0.6,2700321,256,10548.1,10463.0,9696,11776,411.9,"void flash_attn_ext_f16<(int)256, (int)256, (int)4, (int)8, (bool)0, (bool)0, (bool)0, (ggml_type)1, (ggml_type)1, (bool)0>(const char *, const char *, const char *, const char *, const char *, const int *, float *, float2 *, float, float, float, float, unsigned int, float, int, uint3, int, int, int, int, int, int, int, int, int, int, int, long, int, int, long, int, int, int, int, int, long)"
0.5,2606526,1024,2545.4,2528.0,2303,2976,98.1,"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.4,1860571,784,2373.2,2368.0,1823,3136,132.7,"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long, long, uint3, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)"
0.4,1801370,768,2345.5,2336.0,2048,2752,106.2,"void rms_norm_silu_f32<(int)128, float>(const float *, const float *, const float *, T2 *, int, long, long, long, float)"
0.3,1525926,768,1986.9,1984.0,1760,2688,88.3,"void ssm_conv_f32<(bool)1, (unsigned long)128, (unsigned long)4>(const float *, const float *, const float *, int, int, int, int, float *, int, int, int, long, long)"
0.3,1449859,768,1887.8,1888.0,1696,2048,59.6,"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)"
0.2,970070,768,1263.1,1280.0,1151,1312,30.2,"void unary_op_kernel<&op_sigmoid, float>(const T2 *, T2 *, int)"
0.2,965073,768,1256.6,1248.0,1120,1344,31.4,"void unary_op_kernel<&op_softplus, float>(const T2 *, T2 *, int)"
0.2,912672,256,3565.1,3552.0,3232,4224,158.0,"void rms_norm_mul_rope_f32<(int)256, (bool)0, float>(const float *, T3 *, int, long, long, long, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, int, const int *, float, float, float, rope_corr_dims, float, const float *, const long *, int, bool, mrope_sections, int, bool, bool)"
0.1,698964,256,2730.3,2720.0,2496,2944,62.6,"void rms_norm_mul_rope_f32<(int)256, (bool)0, __half>(const float *, T3 *, int, long, long, long, long, long, long, float, const float *, long, long, long, uint3, uint3, uint3, uint3, int, const int *, float, float, float, rope_corr_dims, float, const float *, const long *, int, bool, mrope_sections, int, bool, bool)"
0.1,652949,256,2550.6,2560.0,2336,2656,60.6,"void flash_attn_stream_k_fixup_uniform<(int)256, (int)4, (int)8>(float *, const float2 *, int, int, int, int, int, int, uint3, uint3, uint3)"
0.1,448634,256,1752.5,1760.0,1600,1888,53.5,"void unary_gated_op_kernel<&op_sigmoid, float>(const T2 *, const T2 *, T2 *, long, long, long, long)"
0.1,432348,256,1688.9,1696.0,1536,1824,36.3,"void k_set_rows<float, long, __half>(const T1 *, const T2 *, T3 *, long, long, long, long, long, long, long, long, long, long, long, long, long, long, uint3, uint3, uint3, uint3, uint3)"
